Cliente/Fornec,Descrição,Espessura,Largura,Compr,Potencial/consumo/mês-Kg,Tipo Material,Família Produto,E-mail,Contato,Fone,e-mail,Representante,Número de Faturamentos - No ANO,Peso Acumulado Faturado - No ANO,Peso Médio Mensal Faturado - No ANO,Dias s/ Compra,Situação, Cliente Prioritário, Preço Médio , Potencial Financeiro, Potencial de Comissão,12/19/2023,2023,12
REVAL IND,"TIRA FF BOB 1,20 NBR6658 OL",1.2,49.60,,500,TFF OL BOB,FITA,compras@reval.com.br,LIANDER,32136200,, MACIEL,  -   ,  -   ,  -   ,"4,435",Inativo,, - , -, -,,,
REVAL IND,"TIRA FF BOB 1,20 NBR6658 OL",1.2,52.80,,500,TFF OL BOB,FITA,compras@reval.com.br,LIANDER,32136200,, MACIEL,  -   ,  -   ,  -   ,"4,435",Inativo,, - , -, -,,,
REVAL IND,"TIRA FF BOB 1,50 NBR6658 OL",1.5,40.80,,500,TFF OL BOB,FITA,compras@reval.com.br,LIANDER,32136200,, MACIEL,  -   ,  -   ,  -   ,"4,435",Inativo,, - , -, -,,,
REVAL IND,"TIRA FF BOB 1,50 NBR6658 OL",1.5,36.00,,"1,000",TFF OL BOB,FITA,compras@reval.com.br,LIANDER,32136200,, MACIEL,  -   ,  -   ,  -   ,"4,435",Inativo,, - , -, -,,,
REVAL IND,"TIRA FF BOB 1,50 NBR6658 OL",1.5,51.50,,500,TFF OL BOB,FITA,compras@reval.com.br,LIANDER,32136200,, MACIEL,  -   ,  -   ,  -   ,"4,435",Inativo,, - , -, -,,,
REVAL IND,"TIRA FF BOB 1,50 NBR6658 OL",1.5,59.00,,500,TFF OL BOB,FITA,compras@reval.com.br,LIANDER,32136200,, MACIEL,  -   ,  -   ,  -   ,"4,435",Inativo,, - , -, -,,,
RGB,"CHAPA FF 1,20 NBR6658 OL",1.2,"1,200.00",3000,"2,000",CFF OL ,CHAPA,celso@rgb.ind.br,CELSO,2101-3900,, HAMILTON,  -   ,  -   ,  -   ,"4,513",Inativo, sim, - , -, -,,,
RGB,"CHAPA FF 1,50 NBR6658 OL",1.5,"1,200.00",3000,"15,000",CFF OL ,CHAPA,celso@rgb.ind.br,CELSO,2101-3900,, HAMILTON,  -   ,  -   ,  -   ,"4,513",Inativo, sim, - , -, -,,,
RGB,"CHAPA FF 1,90 NBR6658 OL",1.9,"1,200.00",3000,"2,000",CFF OL ,CHAPA,celso@rgb.ind.br,CELSO,2101-3900,, HAMILTON,  -   ,  -   ,  -   ,"4,513",Inativo, sim, - , -, -,,,
RGB,"CHAPA ZC 1,95 NBR7008 ZC CR MI RV B",1.95,"1,200.00",3000,"2,000",CZC,CHAPA,celso@rgb.ind.br,CELSO,2101-3900,, HAMILTON,  -   ,  -   ,  -   ,"4,513",Inativo, sim, - , -, -,,,
RGB,"CHAPA ZC 2,70 NBR7008 ZC CR NORM RV B",2.7,"1,200.00",2010,"2,000",CZC,CHAPA,celso@rgb.ind.br,CELSO,2101-3900,, HAMILTON,  -   ,  -   ,  -   ,"4,513",Inativo, sim, - , -, -,,,
RGB,"CHAPA FQ 2,65 NBR6658",2.65,"1,200.00",3000,"15,000",CFQ ,CHAPA,celso@rgb.ind.br,CELSO,2101-3900,, HAMILTON,  -   ,  -   ,  -   ,"4,513",Inativo, sim, - , -, -,,,
RGB,"CHAPA FF 0,45 NBR6658 OL",0.45,"1,200.00",3000,"2,000",CFF OL ,CHAPA,celso@rgb.ind.br,CELSO,2101-3900,, HAMILTON,  -   ,  -   ,  -   ,"4,513",Inativo, sim, - , -, -,,,
RGB,"CHAPA FF 0,60 NBR6658 OL",0.6,"1,200.00",3000,"2,000",CFF OL ,CHAPA,celso@rgb.ind.br,CELSO,2101-3900,, HAMILTON,  -   ,  -   ,  -   ,"4,513",Inativo, sim, - , -, -,,,
RGB,"CHAPA FF 0,75 NBR6658 OL",0.75,"1,200.00",3000,"2,000",CFF OL ,CHAPA,celso@rgb.ind.br,CELSO,2101-3900,, HAMILTON,  -   ,  -   ,  -   ,"4,513",Inativo, sim, - , -, -,,,
RGB,"CHAPA FF 1,06 NBR6658 OL",1.06,"1,200.00",3000,"2,000",CFF OL ,CHAPA,celso@rgb.ind.br,CELSO,2101-3900,, HAMILTON,  -   ,  -   ,  -   ,"4,513",Inativo, sim, - , -, -,,,
RGB,"CHAPA FQ 2,00 NBR6658",2,"1,200.00",3000,"2,000",CFQ ,CHAPA,celso@rgb.ind.br,CELSO,2101-3900,, HAMILTON,  -   ,  -   ,  -   ,"4,513",Inativo, sim, - , -, -,,,
RGB,"CHAPA FQ 3,00 NBR6658",3,"1,200.00",3000,"2,000",CFQ ,CHAPA,celso@rgb.ind.br,CELSO,2101-3900,, HAMILTON,  -   ,  -   ,  -   ,"4,513",Inativo, sim, - , -, -,,,
RGB,"CHAPA FQ 3,75 NBR6658",3.75,"1,200.00",3000,"2,000",CFQ ,CHAPA,celso@rgb.ind.br,CELSO,2101-3900,, HAMILTON,  -   ,  -   ,  -   ,"4,513",Inativo, sim, - , -, -,,,
RGB,"CHAPA FQ 4,25 NBR6658",4.25,"1,200.00",3000,"2,000",CFQ ,CHAPA,celso@rgb.ind.br,CELSO,2101-3900,, HAMILTON,  -   ,  -   ,  -   ,"4,513",Inativo, sim, - , -, -,,,
RGB,"CHAPA FQ 4,75 NBR6658",4.75,"1,200.00",3000,"2,000",CFQ ,CHAPA,celso@rgb.ind.br,CELSO,2101-3900,, HAMILTON,  -   ,  -   ,  -   ,"4,513",Inativo, sim, - , -, -,,,
RGB,"CHAPA GR LTQ  6,30 NBR8300",6.3,"1,200.00",3000,"2,000",CG DO LTQ,CHAPA,celso@rgb.ind.br,CELSO,2101-3900,, HAMILTON,  -   ,  -   ,  -   ,"4,513",Inativo, sim, - , -, -,,,
RGB,"CHAPA GR LTQ  8,00 NBR8300",8,"1,200.00",3000,"2,000",CG DO LTQ,CHAPA,celso@rgb.ind.br,CELSO,2101-3900,, HAMILTON,  -   ,  -   ,  -   ,"4,513",Inativo, sim, - , -, -,,,
RGB,"CHAPA GR LTQ  9,50 NBR8300",9.5,"1,200.00",3000,"2,000",CG DO LTQ,CHAPA,celso@rgb.ind.br,CELSO,2101-3900,, HAMILTON,  -   ,  -   ,  -   ,"4,513",Inativo, sim, - , -, -,,,
RGB,"CHAPA GR LTQ 12,50 NBR8300",12.5,"1,200.00",3000,"2,000",CG DO LTQ,CHAPA,celso@rgb.ind.br,CELSO,2101-3900,, HAMILTON,  -   ,  -   ,  -   ,"4,513",Inativo, sim, - , -, -,,,
RGB,"TIRA FF BOB 0,75 NBR6658 OL",0.75,111.50,,500,TFF OL BOB,FITA,celso@rgb.ind.br,CELSO,2101-3900,, HAMILTON,  -   ,  -   ,  -   ,"4,513",Inativo, sim, - , -, -,,,
RGB,"TIRA FF BOB 0,75 NBR6658 OL",0.75,225.00,,500,TFF OL BOB,FITA,celso@rgb.ind.br,CELSO,2101-3900,, HAMILTON,  -   ,  -   ,  -   ,"4,513",Inativo, sim, - , -, -,,,
RGB,"TIRA FF BOB 1,90 NBR6658 OL",1.9,32.80,,500,TFF OL BOB,FITA,celso@rgb.ind.br,CELSO,2101-3900,, HAMILTON,  -   ,  -   ,  -   ,"4,513",Inativo, sim, - , -, -,,,
RGB,"TIRA FF BOB 1,90 NBR6658 OL",1.9,36.00,,500,TFF OL BOB,FITA,celso@rgb.ind.br,CELSO,2101-3900,, HAMILTON,  -   ,  -   ,  -   ,"4,513",Inativo, sim, - , -, -,,,
RGB,"TIRA FF BOB 1,90 NBR6658 OL",1.9,50.00,,500,TFF OL BOB,FITA,celso@rgb.ind.br,CELSO,2101-3900,, HAMILTON,  -   ,  -   ,  -   ,"4,513",Inativo, sim, - , -, -,,,
RGB,"TIRA FQ DEC BOB 2,65 NBR6658 OL",2.65,104.00,,500,TFQ DEC BOB,FITA,celso@rgb.ind.br,CELSO,2101-3900,, HAMILTON,  -   ,  -   ,  -   ,"4,513",Inativo, sim, - , -, -,,,
RLG,"CHAPA ZC 1,55 NBR7008 ZC CR MIN RV B",1.55,"1,200.00",,"6,000",CZC,CHAPA,vendas@rlg.ind.br,IRINEU,54 99795409,, Sem Atendimento,  -   ,  -   ,  -   ,"4,235",Inativo,, - , -, -,,,
RLG,,,,,,,,vendas@rlg.ind.br,IRINEU,54 99795409,, Sem Atendimento,  -   ,  -   ,  -   ,"4,235",Inativo,, - , -, -,,,
ROAL,"CHAPA FQ 4,75 NBR6658",4.75,"1,200.00",3000,"5,000",CFQ ,CHAPA,compras.marlon@roal.com.br,MARLON,3289-2400,, Sem Atendimento,  -   ,  -   ,  -   ,"2,905",Inativo, sim, - , -, -,,,
ROAL,"CHAPA FQ 2,25 NBR6658",1.2,"1,200.00",3000,"2,000",CFQ ,CHAPA,compras.marlon@roal.com.br,MARLON,3289-2400,, Sem Atendimento,  -   ,  -   ,  -   ,"2,905",Inativo, sim, - , -, -,,,
ROAL,"CHAPA FQ 2,65 NBR6658",2.65,"1,200.00",3000,"2,000",CFQ ,CHAPA,compras.marlon@roal.com.br,MARLON,3289-2400,, Sem Atendimento,  -   ,  -   ,  -   ,"2,905",Inativo, sim, - , -, -,,,
ROAL,"CHAPA FQ 3,00 NBR6658",3,"1,200.00",3000,"4,000",CFQ ,CHAPA,compras.marlon@roal.com.br,MARLON,3289-2400,, Sem Atendimento,  -   ,  -   ,  -   ,"2,905",Inativo, sim, - , -, -,,,
ROAL,"CHAPA FQ 3,75 NBR6658",3.75,"1,200.00",3000,"1,000",CFQ ,CHAPA,compras.marlon@roal.com.br,MARLON,3289-2400,, Sem Atendimento,  -   ,  -   ,  -   ,"2,905",Inativo, sim, - , -, -,,,
ROAL,"TIRA FQ DEC BOB 2,25 NBR6658 OL",2.25,182.00,,"2,000",TFQ DEC BOB,FITA,compras.marlon@roal.com.br,MARLON,3289-2400,, Sem Atendimento,  -   ,  -   ,  -   ,"2,905",Inativo, sim, - , -, -,,,
ROAL,"TIRA FF BOB 2,25 NBR6658 OL",2.25,29.50,,"1,000",TFF OL BOB,FITA,compras.marlon@roal.com.br,MARLON,3289-2400,, Sem Atendimento,  -   ,  -   ,  -   ,"2,905",Inativo, sim, - , -, -,,,
ROAL,"TIRA FQ DEC BOB 3,00 NBR6658 OL",3,149.50,,"1,000",TFQ DEC BOB,FITA,compras.marlon@roal.com.br,MARLON,3289-2400,, Sem Atendimento,  -   ,  -   ,  -   ,"2,905",Inativo, sim, - , -, -,,,
ROAL,"TIRA FQ DEC BOB 3,00 NBR6658 OL",3,59.50,,"1,000",TFQ DEC BOB,FITA,compras.marlon@roal.com.br,MARLON,3289-2400,, Sem Atendimento,  -   ,  -   ,  -   ,"2,905",Inativo, sim, - , -, -,,,
ROAL,"TIRA FQ DEC BOB 3,75 NBR6658 OL",3.75,92.00,,"1,000",TFQ DEC BOB,FITA,compras.marlon@roal.com.br,MARLON,3289-2400,, Sem Atendimento,  -   ,  -   ,  -   ,"2,905",Inativo, sim, - , -, -,,,
RODARE,"CHAPA FQ 3,00 NBR6658",3,"1,500.00",3000,"1,000",CFQ ,CHAPA,lucas@rodare.com.br,LUCAS,3021-3080,matheus@rodare.com.br, MACIEL,  -   ,  -   ,  -   ,"3,107",Inativo,, - , -, -,,,
RODARE,"CHAPA FQ 3,75 NBR6658",3.75,"1,200.00",3000,"2,000",CFQ ,CHAPA,lucas@rodare.com.br,LUCAS,3021-3080,matheus@rodare.com.br, MACIEL,  -   ,  -   ,  -   ,"3,107",Inativo,, - , -, -,,,
RODARE,"CHAPA FQ 4,75 NBR6658",4.75,"1,200.00",3000,"2,000",CFQ ,CHAPA,lucas@rodare.com.br,LUCAS,3021-3080,matheus@rodare.com.br, MACIEL,  -   ,  -   ,  -   ,"3,107",Inativo,, - , -, -,,,
RODARE,"CHAPA GR LTQ  6,30 NBR8300",6.3,"1,500.00",3000,"48,000",CG DO LTQ,CHAPA,lucas@rodare.com.br,LUCAS,3021-3080,matheus@rodare.com.br, MACIEL,  -   ,  -   ,  -   ,"3,107",Inativo,, - , -, -,,,
RODARE,"CHAPA GR LTQ  8,00 NBR8300",8,"1,500.00",3000,"12,000",CG DO LTQ,CHAPA,lucas@rodare.com.br,LUCAS,3021-3080,matheus@rodare.com.br, MACIEL,  -   ,  -   ,  -   ,"3,107",Inativo,, - , -, -,,,
RODARE,"CHAPA GR LTQ  9,50 NBR8300",9.5,"1,500.00",3000,"12,000",CG DO LTQ,CHAPA,lucas@rodare.com.br,LUCAS,3021-3080,matheus@rodare.com.br, MACIEL,  -   ,  -   ,  -   ,"3,107",Inativo,, - , -, -,,,
RODARE,"CHAPA GR LTQ 12,50 NBR8300",12.5,"1,500.00",3000,"12,000",CG DO LTQ,CHAPA,lucas@rodare.com.br,LUCAS,3021-3080,matheus@rodare.com.br, MACIEL,  -   ,  -   ,  -   ,"3,107",Inativo,, - , -, -,,,
RODARE,"CHAPA GR LTQ 16,00 ASTM A 36",16,"1,500.00",3000,"6,000",CG DO LTQ,CHAPA,lucas@rodare.com.br,LUCAS,3021-3080,matheus@rodare.com.br, MACIEL,  -   ,  -   ,  -   ,"3,107",Inativo,, - , -, -,,,
RODARE,"CHAPA GR LTQ 19,00 ASTM A 36",19,"1,500.00",3000,"6,000",CG DO LTQ,CHAPA,lucas@rodare.com.br,LUCAS,3021-3080,matheus@rodare.com.br, MACIEL,  -   ,  -   ,  -   ,"3,107",Inativo,, - , -, -,,,
RODARE,"CHAPA GR LCG  31,50 ASTM A 36",31.5,"2,000.00",1000,"6,000",CG DO LCG,CHAPA,lucas@rodare.com.br,LUCAS,3021-3080,matheus@rodare.com.br, MACIEL,  -   ,  -   ,  -   ,"3,107",Inativo,, - , -, -,,,
RODAROS,,,,,,,,felipe@rodaros.com.br,FELIPE,54 32251144,, MACIEL,  -   ,  -   ,  -   ,"5,020",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA FQ 2,25 SAE1008",2.25,"1,000.00",3000,0,CFQ ,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA FQ 3,00 SAE1008",3,"1,000.00",3000,0,CFQ ,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA FQ DEC 3,00 NBR5906 EPA OL",3,"1,200.00",3000,0,CFQ DEC OL,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA FQ 3,00 NBR6658",3,"1,000.00",3000,0,CFQ ,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA FQ 3,75 NBR6658",3.75,"1,200.00",3000,0,CFQ ,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA FQ 4,75 NBR6658",4.75,"1,200.00",1515,0,CFQ ,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA FQ 4,75 NBR6658",4.75,"1,500.00",1515,0,CFQ ,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA GR LTQ  6,30 NBR8300",6.3,"1,000.00",1980,0,CG DO LTQ,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA GR LTQ  8,00 SAE1008",8,"1,000.00",1960,0,CG DO LTQ,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA GR LTQ  8,00 SAE1010",8,"1,200.00",1900,0,CG DO LTQ,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA GR LTQ  9,50 NBR 6656 LNE 38",9.5,"1,200.00",3000,0,CG DO LTQ,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA GR LTQ  9,50 NBR8300",9.5,"1,200.00",3000,0,CG DO LTQ,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA GR LTQ  9,50 SAE1008",9.5,"1,200.00",1740,0,CG DO LTQ,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA GR LTQ  9,50 SAE1010",9.5,"1,200.00",1740,0,CG DO LTQ,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA GR LTQ 12,50 ASTM A 36",12.5,"1,200.00",3750,0,CG DO LTQ,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA GR LTQ 12,50 ASTM A 36",12.5,"1,000.00",2810,"24,000",CG DO LTQ,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA GR LTQ 12,50 ASTM A 36",12.5,"1,200.00",3000,0,CG DO LTQ,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA GR LTQ 12,50 ASTM A 36",12.5,"1,500.00",3100,0,CG DO LTQ,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA GR LTQ 12,50 ASTM A 36",12.5,"1,000.00",2650,"24,000",CG DO LTQ,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA GR LTQ 12,50 ASTM A283C",12.5,"1,000.00",3000,"12,000",CG DO LTQ,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA GR LCG  14,00 ASTM A 36",14,"2,440.00",6000,"25,000",CG DO LCG,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA GR LCG  16,00 ASTM A 36",16,"1,800.00",6000,0,CG DO LCG,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA GR LTQ 16,00 ASTM A 36",16,"1,500.00",6000,0,CG DO LTQ,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA GR LCG  19,00 ASTM A 36",19,"2,000.00",6000,0,CG DO LCG,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA GR LCG  22,40 ASTM A 36",22.4,"2,000.00",6000,0,CG DO LCG,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA GR LCG  25,00 ASTM A 36",25,"2,000.00",6000,0,CG DO LCG,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA GR LCG  31,50 ASTM A 36",31.5,"2,000.00",6000,0,CG DO LCG,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA GR LCG  31,50 ASTM A 36",31.5,"1,500.00",6000,0,CG DO LCG,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND,"CHAPA GR LCG  50,00 ASTM A 36",50,"2,000.00",3000,0,CG DO LCG,CHAPA,,FELIPE / PAULO,3225-1144/ 99834433,, MACIEL,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
RODAROS IND2,"CHAPA GR LTQ 16,00 ASTM A 36",16,"1,500.00",2860,0,CG DO LTQ,CHAPA,,FELIPE,54 32251144/99834433,, MACIEL,  -   ,  -   ,  -   ,"3,114",Inativo,, - , -, -,,,
RODOV. SCHIO,,,,,,,,adroaldo@gruposchio.com.br,ADROALDO,3232-1777/35116605,,,  -   ,  -   ,  -   ,"4,233",Inativo,, - , -, -,,,
ROLEJU,"TIRA FF BOB 1,90 NBR6658 OL",1.9,44.00,,"2,000",TFF OL BOB,FITA,rolejua@pop.com.br,,3283-3200,, JOCIARA,  -   ,  -   ,  -   ,"3,540",Inativo, sim, - , -, -,,,
ROLEJU,"TIRA FF BOB 1,90 NBR6658 OL",1.9,49.00,,"2,000",TFF OL BOB,FITA,rolejua@pop.com.br,,3283-3200,, JOCIARA,  -   ,  -   ,  -   ,"3,540",Inativo, sim, - , -, -,,,
ROLEJU,"TIRA FF BOB 1,90 NBR6658 OL",1.9,56.00,,"2,000",TFF OL BOB,FITA,rolejua@pop.com.br,,3283-3200,, JOCIARA,  -   ,  -   ,  -   ,"3,540",Inativo, sim, - , -, -,,,
RS,"CHAPA FQ 2,00 NBR6658",2,"1,200.00",3000,"20,000",CFQ ,CHAPA,rafael@rsflex.ind.br,RAFAEL,3206-1933,, HAMILTON,  -   ,  -   ,  -   ,"4,179",Inativo,, - , -, -,,,
RS CAXIAS,,,,,,,,rafael@rsflex.ind.br,,54 3206 1933,, HAMILTON,  -   ,  -   ,  -   ,"5,528",Inativo,, - , -, -,,,
RUGERI MEC R,"CHAPA FQ 3,00 NBR6658",3,"1,500.00",3000,"10,000",CFQ ,CHAPA,compras@mec-rul.com.br,SANDRO,3213-2244,, Sem Atendimento,  -   ,  -   ,  -   ,"5,121",Inativo, sim, - , -, -,,,
RUGERI MEC R,"CHAPA FQ 4,25 NBR6658",4.25,"1,200.00",3000,"30,000",CFQ ,CHAPA,compras@mec-rul.com.br,SANDRO,3213-2244,, Sem Atendimento,  -   ,  -   ,  -   ,"5,121",Inativo, sim, - , -, -,,,
RZ MAQ,"CHAPA ZC 0,65 NBR7008 ZC CR NORM RV B",0.65,"1,000.00",3000,500,CZC,CHAPA,,,99713189/ 3224-5500,, HAMILTON,  -   ,  -   ,  -   ,"4,043",Inativo,, - , -, -,,,
RZ MAQ,"CHAPA ZC 0,65 NBR7008 ZC CR NORM RV B",0.65,"1,200.00",3000,500,CZC,CHAPA,,,99713189/ 3224-5500,, HAMILTON,  -   ,  -   ,  -   ,"4,043",Inativo,, - , -, -,,,
RZ MAQ,"CHAPA ZC 0,95 NBR7008 ZC CR NORM RV B",0.95,"1,200.00",3000,500,CZC,CHAPA,,,99713189/ 3224-5500,, HAMILTON,  -   ,  -   ,  -   ,"4,043",Inativo,, - , -, -,,,
RZ MAQ,"CHAPA ZC 0,95 NBR7008 ZC CR NORM RV B",0.95,"1,000.00",3000,500,CZC,CHAPA,,,99713189/ 3224-5500,, HAMILTON,  -   ,  -   ,  -   ,"4,043",Inativo,, - , -, -,,,
RZ MAQ,"CHAPA FF 1,20 NBR6658 OL",1.2,"1,000.00",3000,500,CFF OL ,CHAPA,,,99713189/ 3224-5500,, HAMILTON,  -   ,  -   ,  -   ,"4,043",Inativo,, - , -, -,,,
RZ MAQ,"CHAPA ZC 1,25 NBR7008 ZC CR NORM RV B",1.25,"1,200.00",3000,500,CZC,CHAPA,,,99713189/ 3224-5500,, HAMILTON,  -   ,  -   ,  -   ,"4,043",Inativo,, - , -, -,,,
RZ MAQ,"CHAPA FQ 1,50 NBR6658",1.5,"1,200.00",3000,500,CFQ ,CHAPA,,,99713189/ 3224-5500,, HAMILTON,  -   ,  -   ,  -   ,"4,043",Inativo,, - , -, -,,,
RZ MAQ,"CHAPA FQ 1,50 NBR6658",1.5,"1,000.00",3000,500,CFQ ,CHAPA,,,99713189/ 3224-5500,, HAMILTON,  -   ,  -   ,  -   ,"4,043",Inativo,, - , -, -,,,
RZ MAQ,"CHAPA ZC 1,55 NBR7008 ZC CR NORM RV B",1.55,"1,200.00",3000,500,CZC,CHAPA,,,99713189/ 3224-5500,, HAMILTON,  -   ,  -   ,  -   ,"4,043",Inativo,, - , -, -,,,
RZ MAQ,"CHAPA ZC 1,95 NBR7008 ZC CR NORM RV B",1.95,"1,200.00",2000,500,CZC,CHAPA,,,99713189/ 3224-5500,, HAMILTON,  -   ,  -   ,  -   ,"4,043",Inativo,, - , -, -,,,
RZ MAQ,"CHAPA FQ 3,00 NBR6658",3,"1,200.00",3000,500,CFQ ,CHAPA,,,99713189/ 3224-5500,, HAMILTON,  -   ,  -   ,  -   ,"4,043",Inativo,, - , -, -,,,
S A S PLASTI,"TIRA FF BOB 0,75 NBR6658 OL",0.75,92.00,,500,TFF OL BOB,FITA,compras@sasplastic.com.br,SILVETE,(54) 3297 6600,, JOCIARA,  -   ,  -   ,  -   ,"3,134",Inativo,, - , -, -,,,
S A S PLASTI,"TIRA FF BOB 0,75 NBR6658 OL",0.75,74.00,,500,TFF OL BOB,FITA,compras@sasplastic.com.br,SILVETE,(54) 3297 6600,, JOCIARA,  -   ,  -   ,  -   ,"3,134",Inativo,, - , -, -,,,
S A S PLASTI,"TIRA FF BOB 0,90 NBR6658 OL",0.9,75.00,,500,TFF OL BOB,FITA,compras@sasplastic.com.br,SILVETE,(54) 3297 6600,, JOCIARA,  -   ,  -   ,  -   ,"3,134",Inativo,, - , -, -,,,
S A S PLASTI,"TIRA FF BOB 1,06 NBR6658 OL",1.06,75.00,,500,TFF OL BOB,FITA,compras@sasplastic.com.br,SILVETE,(54) 3297 6600,, JOCIARA,  -   ,  -   ,  -   ,"3,134",Inativo,, - , -, -,,,
S A S PLASTI,"TIRA FF BOB 1,20 NBR6658 OL",1.2,35.00,,500,TFF OL BOB,FITA,compras@sasplastic.com.br,SILVETE,(54) 3297 6600,, JOCIARA,  -   ,  -   ,  -   ,"3,134",Inativo,, - , -, -,,,
S A S PLASTI,"TIRA FF BOB 1,50 NBR6658 OL",1.5,25.00,,500,TFF OL BOB,FITA,compras@sasplastic.com.br,SILVETE,(54) 3297 6600,, JOCIARA,  -   ,  -   ,  -   ,"3,134",Inativo,, - , -, -,,,
S A S PLASTI,"TIRA FF BOB 1,50 NBR6658 OL",1.5,56.70,,"1,000",TFF OL BOB,FITA,compras@sasplastic.com.br,SILVETE,(54) 3297 6600,, JOCIARA,  -   ,  -   ,  -   ,"3,134",Inativo,, - , -, -,,,
